1	0.16667	0.16667	0.125	0.16667	0.16667	0.125	8.98641E-5	2.75173E-4	-1.20458E-4	8.98641E-5	2.75173E-4	-1.20458E-4
1	1	1	1.4666E-11	1	1	1.4666E-11	1.56086E-4	1.97855E-4	1.50137E-4	1.56086E-4	1.97855E-4	1.50137E-4
2	0.26819	0.06514	0.125	0.26819	0.06514	0.125	9.01183E-5	1.62194E-4	-3.08527E-4	9.01183E-5	1.62194E-4	-3.08527E-4
2	0.06514	0.26819	0.125	0.06514	0.26819	0.125	4.34817E-5	1.00223E-4	-4.16479E-4	4.34817E-5	1.00223E-4	-4.16479E-4
2	0.10153	0.10153	1.38312E-11	0.10153	0.10153	1.38312E-11	2.13882E-4	-1.99466E-5	5.82376E-4	2.13882E-4	-1.99466E-5	5.82376E-4
2	0.23181	0.23181	1.85119E-11	0.23181	0.23181	1.85119E-11	-2.21013E-4	-1.02753E-4	1.53228E-4	-2.21013E-4	-1.02753E-4	1.53228E-4
1	0.16667	0.16667	0.375	0.16667	0.16667	0.375	-1.38025E-5	1.19653E-5	5.02831E-4	-1.38025E-5	1.19653E-5	5.02831E-4
1	2.28075E-11	1	0.25	2.28075E-11	1	0.25	-1.53203E-4	-1.08737E-5	7.75964E-5	-1.53203E-4	-1.08737E-5	7.75964E-5
2	0.26819	0.06514	0.375	0.26819	0.06514	0.375	-6.50828E-4	-2.16884E-4	-1.47039E-4	-6.50828E-4	-2.16884E-4	-1.47039E-4
2	0.06514	0.26819	0.375	0.06514	0.26819	0.375	-3.89687E-4	-4.96782E-4	8.68316E-4	-3.89687E-4	-4.96782E-4	8.68316E-4
2	0.10153	0.10153	0.25	0.10153	0.10153	0.25	3.87278E-4	-4.23288E-4	4.6534E-4	3.87278E-4	-4.23288E-4	4.6534E-4
2	0.23181	0.23181	0.25	0.23181	0.23181	0.25	2.41322E-4	-2.3947E-4	-6.58134E-4	2.41322E-4	-2.3947E-4	-6.58134E-4
1	0.16667	0.16667	0.625	0.16667	0.16667	0.625	7.04148E-5	5.95566E-6	2.18676E-4	7.04148E-5	5.95566E-6	2.18676E-4
1	2.97089E-11	2.53713E-11	0.5	2.97089E-11	2.53713E-11	0.5	-1.64101E-5	-1.04721E-4	-1.16231E-5	-1.64101E-5	-1.04721E-4	-1.16231E-5
2	0.26819	0.06514	0.625	0.26819	0.06514	0.625	-5.61863E-4	-1.84042E-4	6.36279E-4	-5.61863E-4	-1.84042E-4	6.36279E-4
2	0.06514	0.26819	0.625	0.06514	0.26819	0.625	-5.8721E-4	-9.07821E-5	-1.31562E-4	-5.8721E-4	-9.07821E-5	-1.31562E-4
2	0.10153	0.10153	0.5	0.10153	0.10153	0.5	4.36302E-4	6.18063E-4	-8.49224E-5	4.36302E-4	6.18063E-4	-8.49224E-5
2	0.23181	0.23181	0.5	0.23181	0.23181	0.5	3.86216E-4	-2.68756E-5	-1.68772E-4	3.86216E-4	-2.68756E-5	-1.68772E-4
1	0.16667	0.16667	0.875	0.16667	0.16667	0.875	-6.52371E-5	4.6185E-5	-9.85483E-5	-6.52371E-5	4.6185E-5	-9.85483E-5
1	1	1	0.75	1	1	0.75	8.63148E-5	4.87084E-4	1.09181E-4	8.63148E-5	4.87084E-4	1.09181E-4
2	0.26819	0.06514	0.875	0.26819	0.06514	0.875	1.63015E-4	2.94184E-4	-3.74343E-4	1.63015E-4	2.94184E-4	-3.74343E-4
2	0.06514	0.26819	0.875	0.06514	0.26819	0.875	3.56933E-4	-4.95695E-5	-1.6801E-4	3.56933E-4	-4.95695E-5	-1.6801E-4
2	0.10153	0.10153	0.75	0.10153	0.10153	0.75	-4.71252E-4	-4.61067E-4	3.79592E-4	-4.71252E-4	-4.61067E-4	3.79592E-4
2	0.23181	0.23181	0.75	0.23181	0.23181	0.75	5.3067E-4	-1.099E-4	-2.79576E-4	5.3067E-4	-1.099E-4	-2.79576E-4
1	0.16667	0.5	0.125	0.16667	0.5	0.125	2.38103E-4	1.24032E-4	1.73189E-4	2.38103E-4	1.24032E-4	1.73189E-4
1	2.53145E-11	0.33333	2.4141E-11	2.53145E-11	0.33333	2.4141E-11	1.12845E-5	4.58452E-4	-1.09026E-4	1.12845E-5	4.58452E-4	-1.09026E-4
2	0.26819	0.39847	0.125	0.26819	0.39847	0.125	6.44325E-4	-4.86806E-4	-4.78815E-4	6.44325E-4	-4.86806E-4	-4.78815E-4
2	0.06514	0.60153	0.125	0.06514	0.60153	0.125	6.41518E-4	-0.00106	-5.97556E-5	6.41518E-4	-0.00106	-5.97556E-5
2	0.10153	0.43486	1.67507E-11	0.10153	0.43486	1.67507E-11	1.99704E-4	-1.5194E-4	-1.68742E-4	1.99704E-4	-1.5194E-4	-1.68742E-4
