3	0.02544	1.16237	0.29339
3	0.04875	0.74227	0.21866
1	0.05001	0.97564	0.30283
3	0.05346	0.90162	0.1296
1	0.07608	0.85855	0.07085
3	0.11587	1.02959	0.14122
3	0.12775	0.93938	0.62473
3	0.23218	0.93198	0.40321
2	0.24666	0.48503	0.63978
1	0.31852	0.95401	0.7245
3	0.32019	1.12939	0.79268
1	0.32277	0.78912	0.92921
1	0.33673	0.54504	0.83193
3	0.47272	0.13806	0.64056
2	0.49462	0.35909	0.93562
3	0.5075	0.93794	0.62398
3	0.52895	1.02705	0.14809
1	0.5669	0.85735	0.07387
3	0.59359	0.7385	0.21767
1	0.62466	0.23881	0.73091
3	0.64473	0.63873	0.68018
3	0.71031	0.37851	0.62738
3	0.78182	0.12959	0.80257
2	0.8114	0.87937	0.42177
2	0.81463	1.23734	0.7085
1	0.81613	1.06083	0.77889
1	0.8204	0.86157	0.92989
1	0.82563	0.6511	0.78499
3	0.85883	0.50096	0.89341
3	0.99104	0.66199	0.66299
