1	0.825137	0.2969465	0.25
1	0.231244	0.9125685	0.75
1	0.593893	0.884378	0.75
1	0.768756	0.0874315	0.25
1	0.406107	0.115622	0.25
1	0.593893	0.384378	0.75
1	0.825137	0.7969465	0.25
1	0.174863	0.7030535	0.75
1	0.231244	0.4125685	0.75
1	0.406107	0.615622	0.25
1	0.174863	0.2030535	0.75
1	0.768756	0.5874315	0.25
2	0.666667	0.6666665	0.25
2	0.299265	0.4846605	0.25
2	0.299265	0.9846605	0.25
2	0.030679	0.6649715	0.25
2	0.333333	0.8333335	0.75
2	0.670057	0.3503675	0.25
2	0.969321	0.3350285	0.75
2	0.333333	0.3333335	0.75
2	0.700735	0.5153395	0.75
2	0.329943	0.6496325	0.75
2	0.666667	0.1666665	0.25
2	0.030679	0.1649715	0.25
2	0.329943	0.1496325	0.75
2	0.969321	0.8350285	0.75
2	0.670057	0.8503675	0.25
2	0.700735	0.0153395	0.75
