3	0.05894	0.14628	0.00704
3	0.63309	0.30802	0.99164
3	0.73262	0.4824	0.13709
3	0.17307	0.97704	0.15369
2	0.30857	0.20612	0.14985
1	0.6229	0.39096	0.14003
3	0.54969	0.72737	0.1443
1	0.44548	0.47761	0.14604
1	0.13806	0.11163	0.1554
1	0.43228	0.64571	0.1475
1	0.28805	0.37299	0.15086
3	0.30291	0.709	0.15227
2	0.12326	0.43973	0.15666
3	0.63876	0.30718	0.28684
3	0.0657	0.14585	0.3072
3	0.57241	0.2932	0.49083
3	0.9776	0.20418	0.50705
2	0.08359	0.48406	0.65666
1	0.57025	0.37583	0.64003
3	0.29609	0.7293	0.65229
1	0.23568	0.39816	0.65071
1	0.41619	0.65125	0.6475
1	0.40725	0.48286	0.64604
3	0.54332	0.71843	0.64445
1	0.04912	0.16047	0.6554
2	0.23244	0.22989	0.64985
3	0.6922	0.45424	0.63865
3	0.06299	0.02233	0.65512
3	0.57638	0.29047	0.78645
3	0.98248	0.20416	0.80921
