   4.9779142817264671E-01   4.8370809415061300E-01   8.6994564417270659E-02   4.9779142817264671E-01   4.8370809415061300E-01   8.6994564417270659E-02   1.8919179338552347E-04   1.3987536666163699E-05  -1.4059509213306716E-04   1.8598687122325792E-04   1.3760932095305525E-05  -1.3818383278008618E-04
   5.9323131115295558E-01   2.6549879479127325E-01   1.9718472940812912E-01   5.9323131115295558E-01   2.6549879479127325E-01   1.9718472940812912E-01  -1.3238387259069324E-05  -5.6775169222988450E-05  -2.4425239494242456E-06  -1.2985894559157725E-05  -5.5777895608256121E-05  -2.4146775145800866E-06
   8.3219647180042866E-01   8.7417385297884487E-01   5.7225776108125492E-01   8.3219647180042866E-01   8.7417385297884487E-01   5.7225776108125492E-01  -8.5850496453795601E-06   2.0532966280591832E-05   5.4220904778565213E-05  -8.4610934963536247E-06   2.0163676573727229E-05   5.3291791471081777E-05
   5.6389571275947868E-02   2.0958091154014449E-02   8.7447848951833262E-01   5.6389571275947868E-02   2.0958091154014449E-02   8.7447848951833262E-01   1.3008626743765503E-05  -4.3351477706597145E-05  -2.0515290277501007E-06   1.2792714391161359E-05  -4.2596150081614979E-05  -2.0040400199772687E-06
   9.8755097128872127E-01   3.7527167790249605E-01   3.4101476850963014E-01   9.8755097128872127E-01   3.7527167790249605E-01   3.4101476850963014E-01  -1.2183016594292992E-05   2.5851029068981571E-06  -3.8587252167036599E-06  -1.1945555614805290E-05   2.5350251822535876E-06  -3.7931119607446372E-06
   2.1288350180770280E-01   1.9691268025163808E-01   2.2482735909827939E-01   2.1288350180770280E-01   1.9691268025163808E-01   2.2482735909827939E-01  -5.2222983216232358E-05   1.7334112415282582E-05  -8.2570929420550901E-05  -5.1320725196141870E-05   1.7067590395810946E-05  -8.1071085888024703E-05
   8.6128822762158008E-01   4.7789395515354466E-01   7.4664669234080405E-01   8.6128822762158008E-01   4.7789395515354466E-01   7.4664669234080405E-01  -2.2391151559394981E-05   1.0781953972427811E-05   1.0425311787988886E-05  -2.1964115201755025E-05   1.0553393939066649E-05   1.0190179909787340E-05
   7.0088169551690460E-01   8.4772730056030254E-01   1.6972220935629317E-01   7.0088169551690460E-01   8.4772730056030254E-01   1.6972220935629317E-01  -1.7054331263698300E-04  -6.1602719793941069E-05  -6.9413762085240665E-05  -1.6755878382954765E-04  -6.0574748233704697E-05  -6.8227971849426708E-05
   1.4937369243501716E-01   5.0517872897864180E-01   7.1755667039921212E-01   1.4937369243501716E-01   5.0517872897864180E-01   7.1755667039921212E-01  -7.6255966911224575E-06  -1.8274896755951849E-06  -2.3415185535690780E-06  -7.4644037267950482E-06  -1.7846639154714612E-06  -2.3263288216627659E-06
   5.3277032160053095E-01   7.0998715548165003E-01   2.1458224230275094E-01   5.3277032160053095E-01   7.0998715548165003E-01   2.1458224230275094E-01  -1.8710024928812990E-08   2.6317251531946871E-05  -3.6181361640706023E-06  -1.3647601830256537E-09   2.5839234797233774E-05  -3.5699724279681372E-06
