   4.9878553762242872E-01   4.3426727982029206E-01   7.0322759094622225E-02   4.9878553762242872E-01   4.3426727982029206E-01   7.0322759094622225E-02  -5.7957331410032996E-05  -3.6093984816511016E-05  -4.0297903350937467E-05  -4.6384576663934440E-05  -2.8889223867339665E-05  -3.2256917351836242E-05
   6.0359741537775924E-01   2.6096125803747572E-01   1.9694218019953277E-01   6.0359741537775924E-01   2.6096125803747572E-01   1.9694218019953277E-01  -3.1719606604966682E-05  -3.1229883661649931E-05   2.9764747258256339E-05  -2.5388235470696545E-05  -2.4996877146711011E-05   2.3825528804391090E-05
   7.1619072139462492E-01   9.0286928426975788E-01   5.6318009816283676E-01   7.1619072139462492E-01   9.0286928426975788E-01   5.6318009816283676E-01   3.7527605825726054E-05  -1.2531614353716845E-06   4.0032705695041681E-05   3.0036240006290499E-05  -1.0044873323513377E-06   3.2040382279323842E-05
   1.5625276957737452E-02   5.9675235558252666E-02   9.0056187949445976E-01   1.5625276957737452E-02   5.9675235558252666E-02   9.0056187949445976E-01   6.8784847698053966E-06  -6.0359876150339202E-06   3.1955636063480830E-06   5.5056650689532233E-06  -4.8304138538796239E-06   2.5569622860568508E-06
   4.5033893029600069E-03   3.9796702522475375E-01   2.6574746330449089E-01   4.5033893029600069E-03   3.9796702522475375E-01   2.6574746330449089E-01  -5.6338286109969634E-05  -6.8334243256489701E-06   1.6326682579435255E-06  -4.5089849421902094E-05  -5.4712257678081213E-06   1.3066667941551285E-06
   1.8203862007135524E-01   2.4717688282796124E-01   2.9997506883894320E-01   1.8203862007135524E-01   2.4717688282796124E-01   2.9997506883894320E-01  -1.0835761300923619E-05   3.8332359323577354E-05  -1.4576716957379993E-05  -8.6726143075228676E-06   3.0680121177370599E-05  -1.1667608817177828E-05
   8.3350964148253781E-01   3.7991297113204064E-01   7.5243952472025888E-01   8.3350964148253781E-01   3.7991297113204064E-01   7.5243952472025888E-01   2.6839745144751893E-05   2.2123358207319433E-05  -5.9234772745547342E-06   2.1480855197479114E-05   1.7708057384438060E-05  -4.7397657782209571E-06
   7.0186486299208584E-01   8.5764088511134862E-01   1.7701907625880525E-01   7.0186486299208584E-01   8.5764088511134862E-01   1.7701907625880525E-01   4.3524486449285242E-06   1.1501579682713324E-05   1.8388362927804455E-05   3.4824962028767639E-06   9.2065866669893936E-06   1.4716934685373093E-05
   1.4175170259917144E-01   5.2040861989270781E-01   7.6732492178317369E-01   1.4175170259917144E-01   5.2040861989270781E-01   7.6732492178317369E-01   9.4263481415336620E-06  -5.6272698422705398E-06  -1.4920694734471171E-06   7.5439077093692265E-06  -4.5034180131068921E-06  -1.1943681968595701E-06
   5.1263181699619698E-01   7.7540935304872805E-01   1.8406354971204783E-01   5.1263181699619698E-01   7.7540935304872805E-01   1.8406354971204783E-01   2.2368721320083131E-05   1.9283439937949193E-06  -4.2666817030713011E-05   1.7905900243670119E-05   1.5453359224220059E-06  -3.4152415292212438E-05
