  2   4.7287775624805260E-02   9.7253632144476776E-01   9.9809488864838036E-01   4.7287775624805260E-02   9.7253632144476776E-01   9.9809488864838036E-01   1.0562935988565833E-05  -4.3826870364136649E-05   1.4147822494312844E-04   1.0562935988565833E-05  -4.3826870364136649E-05   1.4147822494312844E-04
  1   5.3658472365110260E-02   5.8212952655068852E-02   8.6969691329016169E-04   5.3658472365110260E-02   5.8212952655068852E-02   8.6969691329016169E-04   5.4193713903291222E-06  -2.7857944587243568E-06  -1.2771814244244183E-06   5.4193713903291222E-06  -2.7857944587243568E-06  -1.2771814244244183E-06
  2   9.7314573354554279E-01   8.8484287066559794E-02   4.7865191698083249E-03   9.7314573354554279E-01   8.8484287066559794E-02   4.7865191698083249E-03  -1.1629060144342456E-04   8.4516485093477908E-05  -8.8502893011699731E-06  -1.1629060144342456E-04   8.4516485093477908E-05  -8.8502893011699731E-06
  1   1.1105112103429275E-01   8.8461566488984664E-02   1.2571489632915275E-01   1.1105112103429275E-01   8.8461566488984664E-02   1.2571489632915275E-01  -9.7513366362303477E-06   1.9298571706338036E-06   1.7098431420978926E-05  -9.7513366362303477E-06   1.9298571706338036E-06   1.7098431420978926E-05
  2   1.1853599799146060E-01   1.7302719963283225E-01   1.2557243968004034E-01   1.1853599799146060E-01   1.7302719963283225E-01   1.2557243968004034E-01   1.9376578746390796E-05  -2.6377394678256237E-04   4.3421059443353021E-07   1.9376578746390796E-05  -2.6377394678256237E-04   4.3421059443353021E-07
  1   2.2049190058097648E-01   4.3404127839287904E-02   1.2151099981916803E-01   2.2049190058097648E-01   4.3404127839287904E-02   1.2151099981916803E-01   2.3109949292672172E-05   1.3275577129860243E-04  -7.8670191805257797E-05   2.3109949292672172E-05   1.3275577129860243E-04  -7.8670191805257797E-05
  2   2.3804751390443263E-01   1.8535616620041880E-02   2.6507975872585823E-02   2.3804751390443263E-01   1.8535616620041880E-02   2.6507975872585823E-02  -9.4500063859038235E-05   5.0409303016512414E-04  -3.3623124794140166E-04  -9.4500063859038235E-05   5.0409303016512414E-04  -3.3623124794140166E-04
  2   2.7781555194675311E-01   1.0333838798488892E-01   1.4507008370964727E-01   2.7781555194675311E-01   1.0333838798488892E-01   1.4507008370964727E-01  -3.9907077089859925E-04  -5.0329550829957491E-04  -1.8602462152657773E-05  -3.9907077089859925E-04  -5.0329550829957491E-04  -1.8602462152657773E-05
  2   2.3186638678887669E-01   9.7541741762180045E-01   1.8596996902796803E-01   2.3186638678887669E-01   9.7541741762180045E-01   1.8596996902796803E-01   3.2206549135021449E-04  -1.0056291998675570E-03   1.1904426047021489E-03   3.2206549135021449E-04  -1.0056291998675570E-03   1.1904426047021489E-03
  2   4.6966966623750557E-02   9.7402283249453425E-01   2.5378903793465052E-01   4.6966966623750557E-02   9.7402283249453425E-01   2.5378903793465052E-01   3.1710631719873900E-06  -8.9811709521996059E-05  -5.2259311023014393E-05   3.1710631719873900E-06  -8.9811709521996059E-05  -5.2259311023014393E-05
  1   5.4028647655413660E-02   5.8818813550873129E-02   2.5073008420322551E-01   5.4028647655413660E-02   5.8818813550873129E-02   2.5073008420322551E-01   4.1554653926481878E-06   8.6427302210943998E-06  -1.8974654431744400E-05   4.1554653926481878E-06   8.6427302210943998E-06  -1.8974654431744400E-05
  2   9.7374234656839054E-01   8.9098141596824304E-02   2.4631793735542179E-01   9.7374234656839054E-01   8.9098141596824304E-02   2.4631793735542179E-01   5.5546154300695864E-05  -7.2198625607650485E-06  -1.5030749502705991E-06   5.5546154300695864E-05  -7.2198625607650485E-06  -1.5030749502705991E-06
  1   1.0427139624253282E-01   9.9519143239240618E-02   3.7564173692705094E-01   1.0427139624253282E-01   9.9519143239240618E-02   3.7564173692705094E-01  -2.0268740563431867E-05   9.0664412238253432E-06  -3.5184540214761759E-06  -2.0268740563431867E-05   9.0664412238253432E-06  -3.5184540214761759E-06
  2   9.1435949059040122E-02   1.8475755466525481E-01   3.7441773048555971E-01   9.1435949059040122E-02   1.8475755466525481E-01   3.7441773048555971E-01   8.5963914360584145E-05   2.7278525248230318E-05   2.8237986713101004E-06   8.5963914360584145E-05   2.7278525248230318E-05   2.8237986713101004E-06
  1   2.2072306320948071E-01   8.4738142221408977E-02   3.7207753234294616E-01   2.2072306320948071E-01   8.4738142221408977E-02   3.7207753234294616E-01  -4.9138593696744039E-05   7.4283602000460786E-05  -1.2998073053753682E-04  -4.9138593696744039E-05   7.4283602000460786E-05  -1.2998073053753682E-04
  2   2.5036703487004019E-01   1.0393375711797515E-01   2.7832408880348952E-01   2.5036703487004019E-01   1.0393375711797515E-01   2.7832408880348952E-01  -1.9212843130067097E-04  -3.7004747134197226E-04  -1.9371418807527063E-04  -1.9212843130067097E-04  -3.7004747134197226E-04  -1.9371418807527063E-04
  2   2.6032399552641866E-01   1.3575354590055147E-01   4.4113256060030037E-01   2.6032399552641866E-01   1.3575354590055147E-01   4.4113256060030037E-01   4.4534426789052446E-04   3.1735638288844494E-04   3.6763538738528569E-04   4.4534426789052446E-04   3.1735638288844494E-04   3.6763538738528569E-04
  2   2.4483791496354196E-01   2.9741143738919282E-03   3.9370774583943685E-01   2.4483791496354196E-01   2.9741143738919282E-03   3.9370774583943685E-01   3.6078611692419264E-04  -7.8431304082737709E-04   3.9311019490011277E-04   3.6078611692419264E-04  -7.8431304082737709E-04   3.9311019490011277E-04
  2   4.4688261212700670E-02   9.7352002217954303E-01   4.9607735207558418E-01   4.4688261212700670E-02   9.7352002217954303E-01   4.9607735207558418E-01  -3.2381472227331566E-05   2.1063934206915119E-05  -2.4461582257867086E-05  -3.2381472227331566E-05   2.1063934206915119E-05  -2.4461582257867086E-05
  1   5.3621454613905772E-02   5.8753148802563979E-02   5.0093969870953226E-01   5.3621454613905772E-02   5.8753148802563979E-02   5.0093969870953226E-01  -4.2790777975954829E-06  -1.8028766224386515E-05   1.5970074861469479E-05  -4.2790777975954829E-06  -1.8028766224386515E-05   1.5970074861469479E-05
  2   9.7477860546725958E-01   9.0785772017032210E-02   5.0522231556931707E-01   9.7477860546725958E-01   9.0785772017032210E-02   5.0522231556931707E-01   1.2566138476112675E-05   6.8931365453388750E-06   3.7731539951933298E-05   1.2566138476112675E-05   6.8931365453388750E-06   3.7731539951933298E-05
  1   1.1171336034361334E-01   8.7502782227389345E-02   6.2579451669064456E-01   1.1171336034361334E-01   8.7502782227389345E-02   6.2579451669064456E-01   4.0462407100241802E-06  -2.0202280063101928E-05   1.3610769965050753E-05   4.0462407100241802E-06  -2.0202280063101928E-05   1.3610769965050753E-05
  2   1.2210424376284006E-01   1.7287504459173841E-01   6.2643617940491680E-01   1.2210424376284006E-01   1.7287504459173841E-01   6.2643617940491680E-01   1.3852047019200254E-04  -5.6922314225416162E-05   1.2393007298542111E-04   1.3852047019200254E-04  -5.6922314225416162E-05   1.2393007298542111E-04
  1   2.1985667092519015E-01   3.8663652039115835E-02   6.2623104449012645E-01   2.1985667092519015E-01   3.8663652039115835E-02   6.2623104449012645E-01  -9.0053395786926887E-05   2.2041582226773590E-05  -6.0849500975309224E-05  -9.0053395786926887E-05   2.2041582226773590E-05  -6.0849500975309224E-05
  2   2.3362967152930494E-01   9.8538156349132300E-01   5.4624998213362064E-01   2.3362967152930494E-01   9.8538156349132300E-01   5.4624998213362064E-01   1.4293671986621110E-04  -3.3962731273400114E-04  -1.6790484001925478E-04   1.4293671986621110E-04  -3.3962731273400114E-04  -1.6790484001925478E-04
  2   2.7962805062668600E-01   1.0015547922845414E-01   6.2282860829017106E-01   2.7962805062668600E-01   1.0015547922845414E-01   6.2282860829017106E-01   5.5979596641166649E-04   4.6770324220444105E-04   1.4675394982525172E-04   5.5979596641166649E-04   4.6770324220444105E-04   1.4675394982525172E-04
  2   2.3419012265572375E-01   9.9250686018330758E-01   7.1127355466646081E-01   2.3419012265572375E-01   9.9250686018330758E-01   7.1127355466646081E-01   3.0135895984511192E-04  -3.0126337053197551E-04   1.1544153575862074E-03   3.0135895984511192E-04  -3.0126337053197551E-04   1.1544153575862074E-03
  2   4.6057823659914517E-02   9.7288457642290138E-01   7.5395768979021160E-01   4.6057823659914517E-02   9.7288457642290138E-01   7.5395768979021160E-01  -1.8368696727703245E-05  -1.1137970078839925E-04  -4.1517073406154875E-05  -1.8368696727703245E-05  -1.1137970078839925E-04  -4.1517073406154875E-05
  1   5.3560414225024215E-02   5.8569834125787069E-02   7.5037640711889741E-01   5.3560414225024215E-02   5.8569834125787069E-02   7.5037640711889741E-01   1.8137266011896463E-05   1.5360383435106960E-05  -7.6613538470579405E-06   1.8137266011896463E-05   1.5360383435106960E-05  -7.6613538470579405E-06
  2   9.7409744255930975E-01   8.9176065483416195E-02   7.4557253471078000E-01   9.7409744255930975E-01   8.9176065483416195E-02   7.4557253471078000E-01  -1.9410303392753208E-04   4.8454304309839880E-05  -9.9386446532059023E-05  -1.9410303392753208E-04   4.8454304309839880E-05  -9.9386446532059023E-05
  1   1.0331658890989304E-01   9.9517033291764118E-02   8.7585358855221251E-01   1.0331658890989304E-01   9.9517033291764118E-02   8.7585358855221251E-01  -4.0707412228069817E-05   1.2504909405639702E-05   2.4449640199435371E-05  -4.0707412228069817E-05   1.2504909405639702E-05   2.4449640199435371E-05
  2   8.7442342188476602E-02   1.8429769993913345E-01   8.7453881999029837E-01   8.7442342188476602E-02   1.8429769993913345E-01   8.7453881999029837E-01   6.0821444193613443E-06  -5.6259248222304925E-05  -9.5138588996725263E-05   6.0821444193613443E-06  -5.6259248222304925E-05  -9.5138588996725263E-05
  1   2.2036402307560615E-01   8.8801734164699400E-02   8.7158712662246640E-01   2.2036402307560615E-01   8.8801734164699400E-02   8.7158712662246640E-01   1.1479171710845348E-05   3.2283953896179367E-05   1.7427158207817839E-06   1.1479171710845348E-05   3.2283953896179367E-05   1.7427158207817839E-06
  2   2.4670929891148993E-01   1.1094615663433859E-01   7.7842327062876127E-01   2.4670929891148993E-01   1.1094615663433859E-01   7.7842327062876127E-01  -1.7790047290984826E-05  -3.3026696936634930E-04  -1.2315739139557723E-04  -1.7790047290984826E-05  -3.3026696936634930E-04  -1.2315739139557723E-04
  2   2.5899487134348703E-01   1.3944963029899607E-01   9.4103179410505899E-01   2.5899487134348703E-01   1.3944963029899607E-01   9.4103179410505899E-01   7.1214018803570733E-05  -2.0466315501069482E-04   6.4336767049061870E-05   7.1214018803570733E-05  -2.0466315501069482E-04   6.4336767049061870E-05
  2   2.4824069734370505E-01   7.0447453561081758E-03   8.8837848599978753E-01   2.4824069734370505E-01   7.0447453561081758E-03   8.8837848599978753E-01   2.9033047980789523E-04  -1.9001031225282755E-04   2.5089512324839673E-04   2.9033047980789523E-04  -1.9001031225282755E-04   2.5089512324839673E-04
  2   4.5732499501717143E-02   3.0796238271484089E-01   9.9675762402179924E-01   4.5732499501717143E-02   3.0796238271484089E-01   9.9675762402179924E-01   5.6766110404699954E-05   3.3260994185455224E-05   6.2803786440980618E-05   5.6766110404699954E-05   3.3260994185455224E-05   6.2803786440980618E-05
