1	0.98176	0.99133	0.01546	0.98196	0.99106	0.01566	-1.93035E-4	2.67368E-4	-2.03797E-4	-1.94928E-4	2.6179E-4	-1.93781E-4
1	0.11648	0.17492	0.99519	0.11646	0.17514	0.99547	2.30151E-5	-2.22863E-4	-2.79588E-4	2.26528E-5	-2.26426E-4	-2.8079E-4
1	0.1251	0.07002	0.16025	0.12524	0.07013	0.16052	-1.34325E-4	-1.09878E-4	-2.69029E-4	-1.32341E-4	-1.08859E-4	-2.69075E-4
1	0.96839	0.23544	0.1449	0.96843	0.23587	0.14497	-4.53206E-5	-4.27301E-4	-6.90277E-5	-4.95057E-5	-4.21628E-4	-7.66341E-5
1	0.98929	0.01009	0.32642	0.98928	0.00949	0.32601	8.35817E-6	6.03368E-4	4.1811E-4	5.07811E-6	6.05138E-4	4.09045E-4
1	0.11266	0.17514	0.32981	0.11258	0.17531	0.3301	8.51452E-5	-1.65172E-4	-2.93505E-4	7.92548E-5	-1.64613E-4	-2.89446E-4
1	0.13632	0.05171	0.49012	0.13659	0.05189	0.48986	-2.68839E-4	-1.79407E-4	2.64283E-4	-2.62667E-4	-1.79852E-4	2.61556E-4
1	0.00679	0.23094	0.50549	0.00689	0.23086	0.50556	-1.03139E-4	8.35729E-5	-7.2337E-5	-9.58427E-5	8.86262E-5	-6.27952E-5
1	0.9785	0.00611	0.6801	0.97846	0.00631	0.68018	3.66823E-5	-2.07518E-4	-8.49407E-5	3.59915E-5	-1.99447E-4	-7.75829E-5
1	0.10146	0.15772	0.66379	0.10154	0.15753	0.6644	-6.65394E-5	1.90139E-4	-6.13073E-4	-7.64714E-5	1.86978E-4	-6.13944E-4
1	0.10732	0.05749	0.84036	0.1071	0.05746	0.84065	2.17488E-4	3.42237E-5	-2.8685E-4	2.16084E-4	3.46996E-5	-2.83465E-4
1	0.00366	0.23536	0.82493	0.00402	0.23501	0.82506	-3.66534E-4	3.48569E-4	-1.29766E-4	-3.57846E-4	3.51923E-4	-1.38585E-4
1	0.97269	0.35788	0.00476	0.97283	0.35744	0.00501	-1.36111E-4	4.30999E-4	-2.54178E-4	-1.42796E-4	4.40483E-4	-2.46441E-4
1	0.10656	0.50495	0.98416	0.10684	0.50497	0.98462	-2.84349E-4	-1.56446E-5	-4.63531E-4	-2.86672E-4	-1.75566E-5	-4.68099E-4
1	0.12359	0.39793	0.1545	0.12401	0.39767	0.15435	-4.22799E-4	2.58885E-4	1.52567E-4	-4.19223E-4	2.6088E-4	1.44498E-4
1	0.99154	0.55976	0.16385	0.99133	0.55953	0.16404	2.05491E-4	2.28949E-4	-1.83372E-4	2.05425E-4	2.32785E-4	-1.88262E-4
1	0.98606	0.32858	0.32527	0.98571	0.32817	0.32489	3.47136E-4	4.12988E-4	3.88943E-4	3.42018E-4	3.99974E-4	3.85154E-4
1	0.14986	0.48647	0.34624	0.14986	0.48633	0.3461	-9.72717E-6	1.47617E-4	1.37695E-4	8.46387E-6	1.36555E-4	1.52338E-4
1	0.09169	0.40497	0.50704	0.09122	0.40485	0.50753	4.7243E-4	1.23794E-4	-4.94049E-4	4.63705E-4	1.28983E-4	-4.91151E-4
1	0.98837	0.56212	0.49822	0.98812	0.56254	0.49803	2.52067E-4	-4.23389E-4	1.92255E-4	2.51254E-4	-4.17126E-4	1.88655E-4
1	0.00504	0.33084	0.66336	0.00469	0.33078	0.66341	3.45812E-4	6.37783E-5	-4.9944E-5	3.49966E-4	5.5843E-5	-5.47253E-5
1	0.10753	0.51154	0.67185	0.10753	0.51126	0.6717	9.56319E-6	2.76639E-4	1.4832E-4	-8.12849E-6	2.86249E-4	1.67714E-4
1	0.11413	0.39877	0.82702	0.11443	0.39931	0.82667	-3.03033E-4	-5.40681E-4	3.43368E-4	-3.06408E-4	-5.3237E-4	3.42305E-4
1	0.99831	0.54735	0.81106	0.99829	0.54783	0.81112	1.81554E-5	-4.80254E-4	-4.17261E-5	3.10726E-5	-4.89392E-4	-6.55997E-5
1	0.97401	0.65119	0.99849	0.97392	0.65134	0.99863	8.46699E-5	-1.46602E-4	-1.38908E-4	8.56986E-5	-1.55307E-4	-1.32152E-4
1	0.09168	0.81301	1.28483E-4	0.09169	0.81305	0.99974	-1.60465E-5	-3.62746E-5	3.90367E-4	-1.75395E-5	-4.37323E-5	3.83185E-4
1	0.15768	0.72196	0.16229	0.1576	0.72167	0.16219	7.60892E-5	2.92538E-4	9.36015E-5	8.90645E-5	2.9007E-4	9.93649E-5
1	0.02057	0.89897	0.17946	0.02059	0.89958	0.17944	-1.88189E-5	-6.11003E-4	2.05845E-5	-5.22414E-6	-6.02589E-4	2.25992E-5
1	0.98419	0.66445	0.34786	0.98428	0.66422	0.34794	-9.22879E-5	2.32775E-4	-8.43646E-5	-9.80304E-5	2.31782E-4	-6.56743E-5
1	0.11495	0.81332	0.33052	0.11491	0.81335	0.33087	3.56095E-5	-2.50016E-5	-3.54286E-4	3.65702E-5	-3.84148E-5	-3.52929E-4
1	0.11463	0.73213	0.50048	0.11452	0.73237	0.50068	1.14333E-4	-2.41977E-4	-1.97068E-4	1.18222E-4	-2.31086E-4	-1.90633E-4
1	0.96318	0.9019	0.49194	0.96383	0.90202	0.49166	-6.49376E-4	-1.23754E-4	2.77148E-4	-6.52984E-4	-1.20091E-4	2.74321E-4
1	0.98713	0.65593	0.66568	0.98692	0.65601	0.66592	2.13161E-4	-7.04638E-5	-2.42863E-4	2.11661E-4	-8.05321E-5	-2.30927E-4
1	0.12362	0.81977	0.66137	0.12383	0.81988	0.66118	-2.15866E-4	-1.04308E-4	1.95027E-4	-2.09493E-4	-1.15315E-4	1.83992E-4
1	0.11047	0.71989	0.8453	0.11048	0.72031	0.84513	-1.34278E-5	-4.20569E-4	1.59735E-4	-1.46996E-5	-4.13064E-4	1.7068E-4
1	0.99272	0.88774	0.83839	0.9926	0.88789	0.83788	1.18509E-4	-1.49948E-4	5.07097E-4	1.17762E-4	-1.49577E-4	5.12132E-4
1	0.25187	0.01459	0.99217	0.25178	0.01419	0.99208	8.60097E-5	4.07395E-4	8.94728E-5	8.65901E-5	3.97959E-4	8.37035E-5
1	0.35232	0.19081	0.99944	0.35241	0.19052	0.99924	-8.11596E-5	2.85906E-4	1.88198E-4	-9.44413E-5	2.95165E-4	2.05755E-4
1	0.39704	0.06153	0.14325	0.39654	0.06182	0.14291	4.89753E-4	-3.00068E-4	3.44734E-4	5.01481E-4	-2.97496E-4	3.39107E-4
1	0.26597	0.22909	0.14855	0.266	0.2289	0.14884	-3.43945E-5	1.95807E-4	-2.78376E-4	-1.75705E-5	1.92368E-4	-2.99639E-4
1	0.27089	0.99877	0.31294	0.27074	0.99858	0.31277	1.46569E-4	1.96838E-4	1.71257E-4	1.52443E-4	1.90871E-4	1.67894E-4
1	0.35345	0.18522	0.32906	0.35319	0.18542	0.32932	2.65873E-4	-2.0771E-4	-2.66526E-4	2.59572E-4	-1.95987E-4	-2.65775E-4
1	0.36654	0.04839	0.51004	0.36638	0.04832	0.5105	1.64375E-4	7.58769E-5	-4.72715E-4	1.55379E-4	7.04445E-5	-4.53756E-4
1	0.2415	0.21245	0.49029	0.24159	0.21266	0.49024	-8.94927E-5	-2.13504E-4	6.16385E-5	-9.01636E-5	-2.21332E-4	5.18347E-5
1	0.27183	0.00499	0.66234	0.27225	0.00501	0.66228	-4.29132E-4	-2.36526E-5	5.96115E-5	-4.10121E-4	-1.66617E-5	5.13199E-5
